Test loss,Test accuracy,F1,Balanced,Precision,Recall
12.500394821166992,0.5108613967895508,0.5096137921873162,0.5144328675754944,0.5099755821368569,0.5108614232209738
10.989782333374023,0.49737828969955444,0.49221470012202906,0.5004174712168502,0.48969870985089553,0.49737827715355803
12.82974910736084,0.49513107538223267,0.49356124524798756,0.4979292767366901,0.49282141982017647,0.4951310861423221
11.594395637512207,0.48164793848991394,0.48153574506879493,0.4844771112720432,0.48372617117889305,0.48164794007490636
11.90975284576416,0.4808988869190216,0.4790054086391177,0.48263755848365025,0.4783669197952059,0.48089887640449436
12.420089721679688,0.48689138889312744,0.48236330050838894,0.49144378679373735,0.4804684589941471,0.4868913857677903
12.308815956115723,0.5176029801368713,0.5135298370554793,0.518267569133806,0.5124026281867714,0.5176029962546816
11.375397682189941,0.5123595595359802,0.5120042957479576,0.5162729893317318,0.512309933755055,0.5123595505617977
11.302085876464844,0.4988763928413391,0.49610270316529903,0.5016975771407681,0.49444646033051975,0.49887640449438203
11.254520416259766,0.4906367063522339,0.48837828545840617,0.4916126249686039,0.48786144463653314,0.49063670411985016
