Test loss,Test accuracy,F1,Balanced,Precision,Recall
12.717467308044434,0.46966293454170227,0.4693793553860066,0.4729789494092475,0.46920922307991003,0.4696629213483146
11.940500259399414,0.462172269821167,0.4590204012974439,0.4648267477335512,0.45749231896369563,0.46217228464419474
11.846936225891113,0.47640448808670044,0.47470216988567326,0.47769972578594655,0.4742391884513226,0.4764044943820225
12.347442626953125,0.45093631744384766,0.4523138601829094,0.4534809151142989,0.4567024262020297,0.450936329588015
12.830069541931152,0.4599250853061676,0.4589358293242952,0.4603199510532307,0.45830856355454735,0.4599250936329588
13.276787757873535,0.4606741666793823,0.4568602645159444,0.46380409523238736,0.4559013951700552,0.4606741573033708
13.29842472076416,0.4606741666793823,0.45965115817133645,0.46289817945740586,0.459658974697846,0.4606741573033708
14.644027709960938,0.4576779007911682,0.4574775068740055,0.4586410686165743,0.4578795493258169,0.45767790262172287
11.758833885192871,0.46367040276527405,0.46212459125840416,0.4641604827946488,0.4614348396420299,0.46367041198501874
12.15047550201416,0.46142321825027466,0.4607865997784665,0.4646381071912682,0.4609387450268375,0.46142322097378274
