Test loss,Test accuracy,F1,Balanced,Precision,Recall
1.3186575174331665,0.5048689246177673,0.5013024337758248,0.5079890094998878,0.5143834616915763,0.5048689138576778
1.3153432607650757,0.5348314642906189,0.5264023877147466,0.5344477221207251,0.5355719615310234,0.5348314606741573
1.2857801914215088,0.5243445634841919,0.5155468377842454,0.5265742527023751,0.5138797842252397,0.5243445692883895
1.4705030918121338,0.5183520317077637,0.5112277725714108,0.5185753167160724,0.5203057887004249,0.5183520599250936
1.2886275053024292,0.5026217103004456,0.49676758062637033,0.4996788502026213,0.5172384334781939,0.5026217228464419
1.4450913667678833,0.4966292083263397,0.493082840454913,0.5017917774118065,0.4918025320661227,0.4966292134831461
1.3389867544174194,0.5153558254241943,0.5080118541256196,0.51975882294174,0.5055788183989551,0.5153558052434457
1.2913281917572021,0.5033707618713379,0.4852494942685268,0.5037907003275227,0.4941033777711948,0.503370786516854
1.282233715057373,0.504119873046875,0.5027680188202973,0.5056397393222535,0.5093660144734119,0.5041198501872659
1.3951280117034912,0.5101123452186584,0.5058668884496051,0.5110353908921167,0.5072053679165154,0.5101123595505618
