Test loss,Test accuracy,F1,Balanced,Precision,Recall
5.9657301902771,0.48389512300491333,0.48270207949585947,0.48231703358617145,0.491869817084217,0.48389513108614235
5.349203586578369,0.4629213511943817,0.4692474895501385,0.46088395195522996,0.48896701251808333,0.46292134831460674
5.863519668579102,0.4823969900608063,0.47665335897315697,0.47872578150579764,0.48402173674545423,0.48239700374531835
5.239138603210449,0.4966292083263397,0.48089057738123425,0.4926869656749056,0.48419714115159407,0.4966292134831461
6.020912170410156,0.4913857579231262,0.48614317096428616,0.4905771488164719,0.497708642696108,0.49138576779026216
5.438144683837891,0.44344568252563477,0.4470785507751163,0.44567362897709595,0.4555043113245672,0.4434456928838951
4.543704509735107,0.5018726587295532,0.49538474632448487,0.5059538357282112,0.4951140286506447,0.50187265917603
6.285788059234619,0.4569288492202759,0.45827829977174867,0.45356525561870153,0.47442295969148374,0.45692883895131087
6.388404846191406,0.48689138889312744,0.4892122818313058,0.48645262887809215,0.5040473719535061,0.4868913857677903
4.886478900909424,0.4988763928413391,0.49033339034696544,0.4996318465029586,0.4873339683877886,0.49887640449438203
