Test loss,Test accuracy,F1,Balanced,Precision,Recall
1.2611247301101685,0.5595505833625793,0.5537121204088185,0.5624374595970084,0.5541653830777105,0.5595505617977528
1.3572255373001099,0.5348314642906189,0.5253882692704757,0.5396003287036298,0.5260161547485707,0.5348314606741573
1.278586983680725,0.5498127341270447,0.5418517028580625,0.5519647776899993,0.5424693454526345,0.5498127340823971
1.4166500568389893,0.5370786786079407,0.5308559027787196,0.5404290207243858,0.5311631788774679,0.5370786516853933
1.2652605772018433,0.5550561547279358,0.5477882612130781,0.5570013711633374,0.5578806377353975,0.5550561797752809
1.3139917850494385,0.5333333611488342,0.5264967169604723,0.5346764254704773,0.5292000588000475,0.5333333333333333
1.236273169517517,0.5550561547279358,0.5460458847085625,0.5598703275979665,0.5425808668191763,0.5550561797752809
1.3428771495819092,0.5303370952606201,0.5272650973639912,0.5323754620355419,0.5310437274747611,0.5303370786516854
1.3005486726760864,0.5453183650970459,0.5437185174427551,0.5481139406401292,0.548262344447657,0.5453183520599251
1.2519197463989258,0.550561785697937,0.5405463950013473,0.5533021792011202,0.5447564665380153,0.550561797752809
